# STATION: KLAX
# STATION NAME: Los Angeles, Los Angeles International Airport
# LATITUDE: 33.93806
# LONGITUDE: -118.38889
# ELEVATION [ft]: 125
# STATE: CA
Station_ID,Date_Time,air_temp_low_24_hour_set_1
,,Fahrenheit
KLAX,06/01/2013 00:53 UTC,
KLAX,06/01/2013 01:53 UTC,
KLAX,06/01/2013 02:53 UTC,
KLAX,06/01/2013 03:53 UTC,
KLAX,06/01/2013 04:53 UTC,
KLAX,06/01/2013 05:53 UTC,
KLAX,06/01/2013 06:53 UTC,
KLAX,06/01/2013 07:53 UTC,64.04
KLAX,06/01/2013 08:53 UTC,
KLAX,06/01/2013 08:59 UTC,
KLAX,06/01/2013 09:53 UTC,
KLAX,06/01/2013 10:03 UTC,
KLAX,06/01/2013 10:43 UTC,
KLAX,06/01/2013 10:53 UTC,
KLAX,06/01/2013 11:53 UTC,
KLAX,06/01/2013 12:53 UTC,
KLAX,06/01/2013 13:24 UTC,
KLAX,06/01/2013 13:53 UTC,
KLAX,06/01/2013 14:53 UTC,
KLAX,06/01/2013 15:53 UTC,
KLAX,06/01/2013 16:40 UTC,
KLAX,06/01/2013 16:53 UTC,
KLAX,06/01/2013 17:53 UTC,
KLAX,06/01/2013 18:53 UTC,
KLAX,06/01/2013 19:53 UTC,
KLAX,06/01/2013 20:53 UTC,
KLAX,06/01/2013 21:53 UTC,
KLAX,06/01/2013 22:53 UTC,
KLAX,06/01/2013 23:53 UTC,
KLAX,06/02/2013 00:53 UTC,
KLAX,06/02/2013 01:53 UTC,
KLAX,06/02/2013 02:53 UTC,
KLAX,06/02/2013 03:53 UTC,
KLAX,06/02/2013 04:12 UTC,
KLAX,06/02/2013 04:53 UTC,
KLAX,06/02/2013 05:53 UTC,
KLAX,06/02/2013 06:53 UTC,
KLAX,06/02/2013 07:53 UTC,62.96
KLAX,06/02/2013 08:53 UTC,
KLAX,06/02/2013 09:53 UTC,
KLAX,06/02/2013 10:31 UTC,
KLAX,06/02/2013 10:53 UTC,
KLAX,06/02/2013 11:53 UTC,
KLAX,06/02/2013 12:37 UTC,
KLAX,06/02/2013 12:53 UTC,
KLAX,06/02/2013 13:53 UTC,
KLAX,06/02/2013 14:53 UTC,
KLAX,06/02/2013 15:53 UTC,
KLAX,06/02/2013 16:12 UTC,
KLAX,06/02/2013 16:53 UTC,
KLAX,06/02/2013 17:53 UTC,
KLAX,06/02/2013 18:53 UTC,
KLAX,06/02/2013 19:34 UTC,
KLAX,06/02/2013 19:53 UTC,
KLAX,06/02/2013 20:53 UTC,
KLAX,06/02/2013 21:53 UTC,
KLAX,06/02/2013 22:38 UTC,
KLAX,06/02/2013 22:53 UTC,
KLAX,06/02/2013 23:36 UTC,
KLAX,06/02/2013 23:53 UTC,
KLAX,06/03/2013 00:53 UTC,
KLAX,06/03/2013 01:53 UTC,
KLAX,06/03/2013 02:53 UTC,
KLAX,06/03/2013 03:53 UTC,
KLAX,06/03/2013 04:53 UTC,
KLAX,06/03/2013 05:53 UTC,
KLAX,06/03/2013 06:53 UTC,
KLAX,06/03/2013 07:53 UTC,64.94
KLAX,06/03/2013 08:53 UTC,
KLAX,06/03/2013 09:53 UTC,
KLAX,06/03/2013 10:53 UTC,
KLAX,06/03/2013 11:53 UTC,
KLAX,06/03/2013 12:53 UTC,
KLAX,06/03/2013 13:53 UTC,
KLAX,06/03/2013 14:53 UTC,
KLAX,06/03/2013 15:53 UTC,
KLAX,06/03/2013 16:53 UTC,
KLAX,06/03/2013 17:53 UTC,
KLAX,06/03/2013 18:53 UTC,
KLAX,06/03/2013 19:03 UTC,
KLAX,06/03/2013 19:53 UTC,
KLAX,06/03/2013 20:02 UTC,
KLAX,06/03/2013 20:53 UTC,
KLAX,06/03/2013 21:53 UTC,
KLAX,06/03/2013 22:53 UTC,
KLAX,06/03/2013 23:53 UTC,
KLAX,06/04/2013 00:53 UTC,
KLAX,06/04/2013 01:53 UTC,
KLAX,06/04/2013 02:21 UTC,
KLAX,06/04/2013 02:53 UTC,
KLAX,06/04/2013 03:53 UTC,
KLAX,06/04/2013 04:53 UTC,
KLAX,06/04/2013 05:53 UTC,
KLAX,06/04/2013 06:53 UTC,
KLAX,06/04/2013 07:53 UTC,64.04
KLAX,06/04/2013 08:53 UTC,
KLAX,06/04/2013 09:53 UTC,
KLAX,06/04/2013 10:53 UTC,
KLAX,06/04/2013 11:53 UTC,
KLAX,06/04/2013 12:53 UTC,
KLAX,06/04/2013 13:53 UTC,
KLAX,06/04/2013 14:53 UTC,
KLAX,06/04/2013 15:53 UTC,
KLAX,06/04/2013 16:53 UTC,
KLAX,06/04/2013 17:53 UTC,
KLAX,06/04/2013 18:53 UTC,
KLAX,06/04/2013 19:53 UTC,
KLAX,06/04/2013 20:53 UTC,
KLAX,06/04/2013 21:04 UTC,
KLAX,06/04/2013 21:53 UTC,
KLAX,06/04/2013 22:53 UTC,
KLAX,06/04/2013 23:53 UTC,
KLAX,06/05/2013 00:53 UTC,
KLAX,06/05/2013 01:38 UTC,
KLAX,06/05/2013 01:53 UTC,
KLAX,06/05/2013 02:53 UTC,
KLAX,06/05/2013 03:53 UTC,
KLAX,06/05/2013 04:46 UTC,
KLAX,06/05/2013 04:53 UTC,
KLAX,06/05/2013 05:11 UTC,
KLAX,06/05/2013 05:53 UTC,
KLAX,06/05/2013 06:53 UTC,
KLAX,06/05/2013 07:53 UTC,62.96
KLAX,06/05/2013 08:53 UTC,
KLAX,06/05/2013 09:53 UTC,
KLAX,06/05/2013 10:53 UTC,
KLAX,06/05/2013 11:53 UTC,
KLAX,06/05/2013 12:53 UTC,
KLAX,06/05/2013 13:53 UTC,
