# STATION: KLAX
# STATION NAME: Los Angeles, Los Angeles International Airport
# LATITUDE: 33.93806
# LONGITUDE: -118.38889
# ELEVATION [ft]: 125
# STATE: CA
Station_ID,Date_Time,air_temp_low_24_hour_set_1
,,Fahrenheit
KLAX,06/01/2014 00:53 UTC,
KLAX,06/01/2014 01:53 UTC,
KLAX,06/01/2014 02:53 UTC,
KLAX,06/01/2014 03:53 UTC,
KLAX,06/01/2014 04:53 UTC,
KLAX,06/01/2014 05:53 UTC,
KLAX,06/01/2014 06:53 UTC,
KLAX,06/01/2014 07:53 UTC,60.98
KLAX,06/01/2014 08:53 UTC,
KLAX,06/01/2014 09:53 UTC,
KLAX,06/01/2014 10:17 UTC,
KLAX,06/01/2014 10:53 UTC,
KLAX,06/01/2014 11:53 UTC,
KLAX,06/01/2014 12:37 UTC,
KLAX,06/01/2014 12:53 UTC,
KLAX,06/01/2014 13:53 UTC,
KLAX,06/01/2014 14:53 UTC,
KLAX,06/01/2014 15:53 UTC,
KLAX,06/01/2014 16:53 UTC,
KLAX,06/01/2014 17:53 UTC,
KLAX,06/01/2014 18:53 UTC,
KLAX,06/01/2014 19:53 UTC,
KLAX,06/01/2014 20:53 UTC,
KLAX,06/01/2014 21:53 UTC,
KLAX,06/01/2014 22:53 UTC,
KLAX,06/01/2014 23:53 UTC,
KLAX,06/02/2014 00:53 UTC,
KLAX,06/02/2014 01:53 UTC,
KLAX,06/02/2014 02:53 UTC,
KLAX,06/02/2014 03:53 UTC,
KLAX,06/02/2014 04:53 UTC,
KLAX,06/02/2014 05:53 UTC,
KLAX,06/02/2014 06:53 UTC,
KLAX,06/02/2014 07:02 UTC,
KLAX,06/02/2014 07:53 UTC,60.98
KLAX,06/02/2014 08:53 UTC,
KLAX,06/02/2014 09:53 UTC,
KLAX,06/02/2014 10:53 UTC,
KLAX,06/02/2014 11:53 UTC,
KLAX,06/02/2014 12:44 UTC,
KLAX,06/02/2014 12:53 UTC,
KLAX,06/02/2014 13:38 UTC,
KLAX,06/02/2014 13:53 UTC,
KLAX,06/02/2014 14:53 UTC,
KLAX,06/02/2014 15:28 UTC,
KLAX,06/02/2014 15:53 UTC,
KLAX,06/02/2014 16:53 UTC,
KLAX,06/02/2014 17:53 UTC,
KLAX,06/02/2014 18:53 UTC,
KLAX,06/02/2014 19:25 UTC,
KLAX,06/02/2014 19:53 UTC,
KLAX,06/02/2014 20:34 UTC,
KLAX,06/02/2014 20:53 UTC,
KLAX,06/02/2014 21:53 UTC,
KLAX,06/02/2014 22:53 UTC,
KLAX,06/02/2014 23:53 UTC,
KLAX,06/03/2014 00:53 UTC,
KLAX,06/03/2014 01:53 UTC,
KLAX,06/03/2014 02:53 UTC,
KLAX,06/03/2014 03:53 UTC,
KLAX,06/03/2014 04:53 UTC,
KLAX,06/03/2014 05:53 UTC,
KLAX,06/03/2014 06:53 UTC,
KLAX,06/03/2014 07:53 UTC,60.08
KLAX,06/03/2014 08:53 UTC,
KLAX,06/03/2014 09:53 UTC,
KLAX,06/03/2014 10:53 UTC,
KLAX,06/03/2014 11:53 UTC,
KLAX,06/03/2014 12:53 UTC,
KLAX,06/03/2014 13:53 UTC,
KLAX,06/03/2014 14:53 UTC,
KLAX,06/03/2014 15:53 UTC,
KLAX,06/03/2014 16:53 UTC,
