# STATION: KLAX
# STATION NAME: Los Angeles, Los Angeles International Airport
# LATITUDE: 33.93806
# LONGITUDE: -118.38889
# ELEVATION [ft]: 125
# STATE: CA
Station_ID,Date_Time,air_temp_low_24_hour_set_1
,,Fahrenheit
KLAX,08/01/2011 00:53 UTC,
KLAX,08/01/2011 01:53 UTC,
KLAX,08/01/2011 02:53 UTC,
KLAX,08/01/2011 03:53 UTC,
KLAX,08/01/2011 04:53 UTC,
KLAX,08/01/2011 05:53 UTC,
KLAX,08/01/2011 06:53 UTC,
KLAX,08/01/2011 07:53 UTC,62.96
KLAX,08/01/2011 08:53 UTC,
KLAX,08/01/2011 09:53 UTC,
KLAX,08/01/2011 10:53 UTC,
KLAX,08/01/2011 11:53 UTC,
KLAX,08/01/2011 12:53 UTC,
KLAX,08/01/2011 13:53 UTC,
KLAX,08/01/2011 14:53 UTC,
KLAX,08/01/2011 15:53 UTC,
KLAX,08/01/2011 16:53 UTC,
KLAX,08/01/2011 17:53 UTC,
KLAX,08/01/2011 18:53 UTC,
KLAX,08/01/2011 19:53 UTC,
KLAX,08/01/2011 20:53 UTC,
KLAX,08/01/2011 21:53 UTC,
KLAX,08/01/2011 22:53 UTC,
KLAX,08/01/2011 23:53 UTC,
KLAX,08/02/2011 00:53 UTC,
KLAX,08/02/2011 01:53 UTC,
KLAX,08/02/2011 02:53 UTC,
KLAX,08/02/2011 03:53 UTC,
KLAX,08/02/2011 04:53 UTC,
KLAX,08/02/2011 05:53 UTC,
KLAX,08/02/2011 06:53 UTC,
KLAX,08/02/2011 07:53 UTC,64.04
KLAX,08/02/2011 08:53 UTC,
KLAX,08/02/2011 09:53 UTC,
KLAX,08/02/2011 10:53 UTC,
KLAX,08/02/2011 11:53 UTC,
KLAX,08/02/2011 12:50 UTC,
KLAX,08/02/2011 12:53 UTC,
KLAX,08/02/2011 13:53 UTC,
KLAX,08/02/2011 14:53 UTC,
KLAX,08/02/2011 15:53 UTC,
KLAX,08/02/2011 16:53 UTC,
KLAX,08/02/2011 17:53 UTC,
KLAX,08/02/2011 18:53 UTC,
KLAX,08/02/2011 19:53 UTC,
KLAX,08/02/2011 20:53 UTC,
KLAX,08/02/2011 21:53 UTC,
KLAX,08/02/2011 22:53 UTC,
KLAX,08/02/2011 23:53 UTC,
KLAX,08/03/2011 00:53 UTC,
KLAX,08/03/2011 01:53 UTC,
KLAX,08/03/2011 02:53 UTC,
KLAX,08/03/2011 03:53 UTC,
KLAX,08/03/2011 04:53 UTC,
KLAX,08/03/2011 05:53 UTC,
KLAX,08/03/2011 06:53 UTC,
KLAX,08/03/2011 07:53 UTC,62.06
KLAX,08/03/2011 08:53 UTC,
KLAX,08/03/2011 09:53 UTC,
KLAX,08/03/2011 10:53 UTC,
KLAX,08/03/2011 11:53 UTC,
KLAX,08/03/2011 12:53 UTC,
KLAX,08/03/2011 13:53 UTC,
KLAX,08/03/2011 14:53 UTC,
KLAX,08/03/2011 15:53 UTC,
KLAX,08/03/2011 16:53 UTC,
KLAX,08/03/2011 17:53 UTC,
KLAX,08/03/2011 18:53 UTC,
KLAX,08/03/2011 19:53 UTC,
KLAX,08/03/2011 20:53 UTC,
KLAX,08/03/2011 21:53 UTC,
KLAX,08/03/2011 22:53 UTC,
KLAX,08/03/2011 23:53 UTC,
KLAX,08/04/2011 00:53 UTC,
KLAX,08/04/2011 01:53 UTC,
KLAX,08/04/2011 02:53 UTC,
KLAX,08/04/2011 03:53 UTC,
KLAX,08/04/2011 04:53 UTC,
KLAX,08/04/2011 05:53 UTC,
KLAX,08/04/2011 06:36 UTC,
KLAX,08/04/2011 06:53 UTC,
KLAX,08/04/2011 07:53 UTC,60.98
KLAX,08/04/2011 08:53 UTC,
KLAX,08/04/2011 09:53 UTC,
KLAX,08/04/2011 10:53 UTC,
KLAX,08/04/2011 11:53 UTC,
KLAX,08/04/2011 12:53 UTC,
KLAX,08/04/2011 13:53 UTC,
KLAX,08/04/2011 14:53 UTC,
KLAX,08/04/2011 15:53 UTC,
KLAX,08/04/2011 16:53 UTC,
KLAX,08/04/2011 17:53 UTC,
KLAX,08/04/2011 18:42 UTC,
KLAX,08/04/2011 18:53 UTC,
KLAX,08/04/2011 19:53 UTC,
KLAX,08/04/2011 20:53 UTC,
KLAX,08/04/2011 21:53 UTC,
KLAX,08/04/2011 22:53 UTC,
KLAX,08/04/2011 23:53 UTC,
KLAX,08/05/2011 00:53 UTC,
KLAX,08/05/2011 01:53 UTC,
KLAX,08/05/2011 02:53 UTC,
KLAX,08/05/2011 03:53 UTC,
KLAX,08/05/2011 04:53 UTC,
KLAX,08/05/2011 05:53 UTC,
KLAX,08/05/2011 06:53 UTC,
KLAX,08/05/2011 07:53 UTC,59.0
KLAX,08/05/2011 08:53 UTC,
KLAX,08/05/2011 09:30 UTC,
KLAX,08/05/2011 09:53 UTC,
KLAX,08/05/2011 10:53 UTC,
KLAX,08/05/2011 11:53 UTC,
KLAX,08/05/2011 12:53 UTC,
KLAX,08/05/2011 13:53 UTC,
KLAX,08/05/2011 14:40 UTC,
KLAX,08/05/2011 14:53 UTC,
KLAX,08/05/2011 15:53 UTC,
KLAX,08/05/2011 16:16 UTC,
KLAX,08/05/2011 16:53 UTC,
KLAX,08/05/2011 17:08 UTC,
KLAX,08/05/2011 17:53 UTC,
KLAX,08/05/2011 18:53 UTC,
KLAX,08/05/2011 19:53 UTC,
KLAX,08/05/2011 20:53 UTC,
KLAX,08/05/2011 21:53 UTC,
KLAX,08/05/2011 22:53 UTC,
KLAX,08/05/2011 23:53 UTC,
KLAX,08/06/2011 00:53 UTC,
KLAX,08/06/2011 01:53 UTC,
KLAX,08/06/2011 02:53 UTC,
KLAX,08/06/2011 03:53 UTC,
KLAX,08/06/2011 04:07 UTC,
KLAX,08/06/2011 04:15 UTC,
KLAX,08/06/2011 04:53 UTC,
KLAX,08/06/2011 05:40 UTC,
KLAX,08/06/2011 05:53 UTC,
KLAX,08/06/2011 06:53 UTC,
KLAX,08/06/2011 07:53 UTC,60.98
KLAX,08/06/2011 08:53 UTC,
KLAX,08/06/2011 09:53 UTC,
KLAX,08/06/2011 10:53 UTC,
KLAX,08/06/2011 11:53 UTC,
KLAX,08/06/2011 12:53 UTC,
KLAX,08/06/2011 13:53 UTC,
KLAX,08/06/2011 13:59 UTC,
KLAX,08/06/2011 14:53 UTC,
KLAX,08/06/2011 15:53 UTC,
KLAX,08/06/2011 16:53 UTC,
KLAX,08/06/2011 17:53 UTC,
KLAX,08/06/2011 18:49 UTC,
KLAX,08/06/2011 18:53 UTC,
KLAX,08/06/2011 19:53 UTC,
KLAX,08/06/2011 20:53 UTC,
KLAX,08/06/2011 21:53 UTC,
KLAX,08/06/2011 22:53 UTC,
KLAX,08/06/2011 23:53 UTC,
KLAX,08/07/2011 00:53 UTC,
KLAX,08/07/2011 01:23 UTC,
KLAX,08/07/2011 01:34 UTC,
KLAX,08/07/2011 01:53 UTC,
KLAX,08/07/2011 02:24 UTC,
KLAX,08/07/2011 02:53 UTC,
KLAX,08/07/2011 03:53 UTC,
KLAX,08/07/2011 04:53 UTC,
KLAX,08/07/2011 05:53 UTC,
KLAX,08/07/2011 06:53 UTC,
KLAX,08/07/2011 07:53 UTC,59.0
KLAX,08/07/2011 08:50 UTC,
KLAX,08/07/2011 08:53 UTC,
KLAX,08/07/2011 09:40 UTC,
KLAX,08/07/2011 09:53 UTC,
KLAX,08/07/2011 09:59 UTC,
KLAX,08/07/2011 10:50 UTC,
KLAX,08/07/2011 10:53 UTC,
KLAX,08/07/2011 11:53 UTC,
KLAX,08/07/2011 12:37 UTC,
KLAX,08/07/2011 12:53 UTC,
KLAX,08/07/2011 13:50 UTC,
KLAX,08/07/2011 13:53 UTC,
KLAX,08/07/2011 14:27 UTC,
